%Archivo de ejemplo
%Formato centroId estudianteId asignaturaId <secuencia de notas>

centro01	qwo151	yha	9.45	8.34	7.11	8.4	5.6	4.9	7.89								
centro01	mbo082	yha	3.46	4.24	6.17	8.76	9.21	1.91	3.74	9.33	9.95	1.96	3.61	1.95	5.86	3.28	9.11
centro01	mbo082	yyz	5.03	0.13	2.73	6.47	6.42	3.98	9.96	7.04	2.74						
centro01	mbo082	jpr	9.71	8.23	8.63	9.28	9.97										
centro01	mbo082	usy	4.54	1.74	7.5	6.48	5.46	1.04	3.7	6.13	7.13	7.06	1.77	8.51	0.83	8.34	1.19
centro01	mbo082	jhd	6.37	0.62	0.97	5.44	9.83	1.94	6.14	0.17	8.37	8.48	3.16	7.09			
centro01	mbo082	ozq	7.22	3.66	0.14	6.64	4.16	6.68	0.61	1.93	7.61	1.48	2.67	1.73	0.45	6.09	
centro01	mbo082	zxj	4.09	6.35	8.42	9.41	3.11	5.61	1.18	4.66	8.36	0.86	9.3	0.88	9.18		
centro01	mbo082	ist	7.3	1.86	5.91	9.66	7.67	7.89	2.18								
centro01	mbo082	dtq	4.6	8.77	9.43	3.08	6.81	9.43	8.65	7.47	7.38	3.1					
centro01	vkj812	ist	8.35	2.73	1.99	9.79	2.59	4.4	0.92	3.55							
centro01	vkj812	jhd	3.49	6.42	4.5	6.31	8.32	0.37	8.35	3.86	5.38	2.11					
centro01	vkj812	ozq	3.47	8.11	7.96	2.07	7.0	5.04	8.3	7.94	0.91	7.73	2.58				
centro01	vkj812	yha	2.61	9.22	5.17	6.31	4.75	4.67	3.23	5.64	6.58	9.01	3.22	1.05			
centro01	vkj812	dtq	8.69	0.08	4.21	3.35	6.48	1.0	9.13	3.06	4.67	1.86					
centro01	vkj812	yyz	4.39	6.17	5.94	6.94	7.31										
centro01	vkj812	pcf	8.34	2.53	3.73	3.38	6.79	3.0	9.71	8.77	7.63	9.01	5.07	4.21			
centro01	ngn636	ist	6.63	7.89	0.54	0.9	7.93	1.41	3.46								
centro01	ngn636	jpr	1.65	0.01	1.47	8.83	3.01	0.8	2.36	2.03	0.9	2.45	6.85				
centro01	ngn636	zxj	0.05	1.59	1.0	5.5	3.94	2.12	4.72	3.76	4.63	2.43					
centro01	ngn636	yha	3.88	3.18	9.35	4.0	3.27	2.83									
centro01	ngn636	ozq	7.3	4.25	3.94	0.72	4.88	7.4	5.86	2.22	6.09	7.68	3.69	3.4	8.23	6.11	7.52
centro01	ngn636	yyz	6.46	1.38	1.88	2.11	4.35	3.4									
centro01	ngn636	jhd	1.8	1.51	3.11	6.75	4.81	2.61	9.55	1.8	3.98	5.17	1.06	8.06	3.46	7.33	6.56
centro01	ngn636	pcf	8.04	0.12	3.19	5.75	3.84	4.55	4.86	9.6	4.02	7.71	3.03				
centro01	ngn636	dtq	7.42	1.16	8.07	9.08	5.02	7.81	7.12	8.44	9.72						
centro01	ngn636	usy	7.85	9.81	5.32	3.83	6.75	1.5									
centro01	oxp996	ozq	0.49	2.82	1.22	4.9	3.67	8.89	6.86	2.52	3.37	2.96	8.19				
centro01	oxp996	ist	2.67	2.93	4.17	4.47	2.98	0.36	1.12	7.32	5.31	3.96	1.75	5.35	1.26		
centro01	oxp996	pcf	6.33	4.31	2.75	9.72	6.89	2.44	8.26								
centro01	oxp996	yyz	5.69	0.41	3.27	0.38	6.09	7.24	8.12	1.01	5.13	7.25	3.38	6.37	3.02		
centro01	oxp996	jpr	0.22	9.5	2.57	6.53	8.83	8.37	4.33	1.16	1.92	2.61	3.03				
centro01	oxp996	dtq	5.39	7.94	6.94	0.49	5.73	2.15	9.35	2.75	6.89	1.86	5.02	0.46	3.99		
centro01	akf802	ist	7.82	6.57	2.75	4.62	7.9										
centro01	akf802	ozq	3.18	2.21	0.18	3.25	0.64	2.88	7.12	8.27	5.88	6.35	3.29	3.89	9.3	0.13	3.41
centro01	akf802	zxj	8.23	1.52	8.54	4.99	5.32	1.7	3.9	4.03	6.61	5.71					
centro01	akf802	pcf	6.31	5.61	3.45	2.08	9.85	3.69									
centro01	akf802	yha	7.51	4.51	4.67	1.56	5.85	6.24	5.65	4.15	7.65						
centro01	vit904	ist	2.18	9.92	5.71	1.79	1.59	7.78	7.34	4.01	4.09	7.51	4.18				
centro01	vit904	yyz	2.79	7.7	6.3	6.64	6.87	6.33	6.36	5.02	5.33	2.25	4.04	7.57	2.86	9.25	
centro01	vit904	dtq	9.24	1.78	2.88	5.33	3.34	4.64	1.72								
centro01	vit904	yha	3.83	6.53	9.74	4.1	6.36	6.19									
centro01	vit904	pcf	6.1	5.03	0.81	5.71	4.09	0.23	6.1								
centro01	vit904	ozq	5.69	4.72	0.91	3.7	7.43	8.84	6.54								
centro01	vit904	jpr	5.11	1.93	9.13	4.58	7.23	2.39	4.72	7.13	2.0	1.33	0.65	0.31	5.78		
centro01	vit904	usy	2.45	6.03	9.9	7.97	9.73	5.0	1.11	6.04	3.31	9.2	1.59	4.62			
centro01	vit904	zxj	0.07	0.32	6.77	8.67	9.96	8.62									
centro01	vit904	jhd	7.83	9.58	8.83	5.37	7.16	6.07									
centro01	uop883	zxj	3.63	7.17	5.12	6.5	4.29										
centro01	uop883	dtq	1.04	8.47	7.58	5.8	7.92	7.22									
centro01	uop883	yyz	4.13	3.4	9.13	7.96	2.1	0.97	6.42	0.74	8.99	4.92					
centro01	uop883	jpr	7.57	3.42	6.89	3.31	4.5	2.58	2.75	0.36							
centro01	uop883	usy	1.48	2.88	2.21	3.71	3.63	2.91	9.45								
centro01	uop883	ozq	5.68	3.05	7.13	6.73	1.54	8.05	1.29								
centro01	uop883	jhd	2.92	3.84	6.37	0.28	2.12	3.03	5.84	2.59	7.21	7.45	9.96	4.06	6.18	1.7	
centro01	uop883	yha	6.44	5.87	5.01	5.23	3.78	9.26	6.48	8.71	4.82	4.84					
centro01	bkt984	zxj	2.78	7.78	7.89	6.5	3.57	4.59	9.13								
centro01	bkt984	yha	8.4	8.46	7.83	5.24	2.28										
centro01	bkt984	usy	3.64	0.33	6.26	9.52	5.07	2.71	9.62	8.47							
centro01	bkt984	yyz	8.73	9.7	0.56	5.67	2.48	2.56	7.39	6.9	6.51	2.45	6.9	4.56	0.4		
centro01	bkt984	jhd	2.66	2.77	7.43	7.33	9.17	9.06	1.33	3.03	2.08	2.44	7.62	4.77	0.98	8.82	
centro01	bkt984	jpr	3.19	6.34	1.96	1.16	0.83										
centro01	bkt984	ist	1.0	5.89	5.98	3.0	0.1	4.3	9.05	7.2							
centro01	dsc423	pcf	6.31	3.29	4.83	2.84	6.45	2.64	5.32	3.41	6.78	5.03	6.26	1.11			
centro01	dsc423	dtq	4.88	3.19	9.74	4.71	1.63	0.66	4.32								
centro01	dsc423	zxj	0.95	8.62	3.42	6.87	8.23	1.94	1.09	2.32	3.07						
centro01	dsc423	jhd	3.2	5.3	1.03	3.0	6.1	5.71	1.55	1.56	7.66						
centro01	dsc423	ozq	8.52	6.1	1.57	9.57	9.81	6.53	7.89								
centro01	dsc423	ist	2.29	2.63	9.34	8.34	3.71	3.06	7.27	8.29	3.15						
centro01	dsc423	jpr	4.25	3.94	4.17	7.62	4.04	9.69	3.54	8.05	9.75						
centro01	muw290	ist	7.91	3.26	5.6	1.99	2.15	5.03	8.56	1.07	2.43	3.25	4.8				
centro01	muw290	zxj	4.7	9.71	0.46	6.59	6.88	9.09	4.87	2.8	6.07	3.75	1.01	6.4	2.76	3.69	
centro01	muw290	pcf	1.11	1.34	7.5	3.25	7.75	4.14	1.52	1.5	2.99						
centro01	muw290	yha	5.62	4.38	3.28	5.47	6.61	5.57	8.17	6.9							
centro01	muw290	usy	7.72	0.68	7.86	7.11	3.14	8.53	9.05								
centro01	muw290	jhd	7.47	2.15	3.21	2.28	3.62	1.99	9.71	2.59	6.04	9.33	1.4	6.42			
centro01	muw290	ozq	3.96	4.86	0.48	5.28	9.13	5.12	0.16	4.37	0.32	5.04	7.98				
centro01	muw290	jpr	4.92	5.75	6.34	7.34	5.65	9.74	7.81	5.32	7.99	8.46	0.88	9.22	6.1		
centro01	muw290	yyz	7.52	7.67	4.31	2.77	4.51	8.81	7.39	6.5							
centro01	muw290	dtq	1.82	5.75	4.54	7.81	7.39	9.49									
centro01	ufp360	jpr	0.19	2.25	4.27	2.59	2.23	6.75	3.27	4.58	6.65	7.7	5.74				
centro01	ufp360	ist	8.93	7.15	5.77	1.89	1.48	3.08	1.01	5.33	9.44	0.39					
centro01	ufp360	zxj	5.4	9.55	3.27	3.15	2.3	2.09	3.03								
centro01	ufp360	yyz	9.91	2.33	9.2	7.72	0.27	8.78	9.44	1.23	9.48	0.25	8.68				
centro01	mkj175	pcf	9.69	5.07	5.78	5.16	1.63	2.1									
centro01	mkj175	jpr	7.41	3.58	9.95	4.15	2.1	0.91	5.07	4.78	5.09	9.45	0.16	3.8			
centro01	mkj175	zxj	4.0	8.57	3.55	9.46	8.37	4.34	8.48	3.01	10.0	0.84	6.44				
centro01	mkj175	ozq	8.76	0.16	9.64	7.3	8.97	0.45	8.47	1.77	0.09	5.19	1.4				
centro01	mkj175	yyz	7.62	0.61	8.02	8.66	6.61	3.72	4.15	1.57	1.72	9.36	9.65	7.42			
centro01	mkj175	usy	1.82	8.79	1.09	1.62	4.98	3.06	6.25	9.09	2.65	3.21	7.83	3.32	8.89	0.34	8.72
centro01	mkj175	yha	0.46	3.77	5.99	5.25	1.58	0.15	8.97	0.92	9.88	1.12	4.76				
centro01	mkj175	dtq	8.56	5.37	1.34	6.03	6.37	3.11	4.69	9.03	1.28	6.56	3.66				
centro01	mkj175	ist	6.68	0.96	4.93	8.31	5.71	1.26	5.15	8.05	1.43	6.59	7.43	7.17	2.82	6.15	
centro01	mkj175	jhd	2.26	1.85	6.59	3.29	9.74	6.68	5.2	5.77							
centro01	ddq933	jhd	7.36	8.51	7.48	8.0	6.32	7.94	9.8	0.14	6.35	8.35	2.38	3.97	0.12	4.81	
centro01	ddq933	usy	1.88	8.7	9.71	4.06	9.93	4.53	2.63	4.4	7.45	6.55					
centro01	ddq933	jpr	9.24	3.37	8.93	2.55	8.07	4.87	5.49	6.63	6.68	3.42	5.19	0.63	3.65		
centro01	ddq933	ozq	0.25	5.43	0.95	9.75	8.3	1.2	7.13	1.26	3.48	4.53	5.53	9.4	9.66	9.72	1.83
centro01	ddq933	yyz	1.95	8.4	2.22	0.17	7.33	3.54	6.01	1.52	8.6	5.25	8.0	3.63	2.3		
centro01	ddq933	yha	1.67	1.59	6.8	6.35	8.59	2.26	9.31	7.16	5.41	9.55	4.24	2.02	0.49		
centro01	xgc047	ist	0.0	2.51	5.56	3.12	9.23	6.13	9.59	0.59	4.1						
centro01	xgc047	jpr	4.81	1.6	9.72	9.76	9.78	3.91	1.59								
centro01	xgc047	yyz	3.91	1.93	8.34	0.71	9.63	2.76	8.93	1.23	7.4	9.44	1.52				
centro01	xgc047	pcf	1.42	2.75	3.27	6.37	5.21	5.24	7.72	5.98	2.32	4.38	8.22	5.41			
centro01	xgc047	dtq	4.54	0.7	9.79	9.11	3.41	2.72	9.88	3.82	8.91	1.13	4.67	5.85	8.76	6.91	
centro01	xgc047	jhd	7.58	2.25	1.03	9.98	6.03	5.99	3.63	8.69	6.65	8.37	9.63	4.22			
centro01	xgc047	yha	1.05	7.7	8.42	7.32	9.05	6.4	3.29	6.67	2.51	3.57	0.13	7.13	4.86	5.86	2.21
centro01	vnb882	ist	5.19	9.25	3.83	6.02	5.9	7.94	9.54	5.76	1.17	7.64	3.61	6.73	9.04	4.22	
centro01	vnb882	yha	7.18	0.4	6.47	4.4	4.61	8.63	0.37	3.99	8.05	7.44	4.32				
centro01	vnb882	dtq	2.16	1.81	6.31	3.29	2.92										
centro01	vnb882	ozq	8.02	7.29	8.49	2.54	8.18	3.44	9.74	2.49	4.46	0.48	4.58				
centro01	vnb882	jpr	2.63	7.94	2.09	7.71	5.47	3.22	4.01	3.49	8.15	8.45	8.57	3.34	6.16	7.4	8.36
centro01	vnb882	usy	3.17	3.06	9.14	0.9	4.06	6.22	6.39	7.57							
centro01	vnb882	pcf	2.65	7.07	3.51	8.06	8.96	7.55	9.59	3.23							
centro01	bbl236	pcf	5.38	3.98	6.96	1.99	0.91	5.98	8.77	4.05	2.63	7.16	5.33	3.97	9.21		
centro01	bbl236	ist	8.45	7.36	8.76	7.98	6.13	9.71									
centro01	bbl236	yyz	9.99	4.43	0.41	5.48	6.68	2.74	4.94	8.33	9.83	2.45					
centro01	bbl236	jpr	4.4	8.12	1.45	2.97	9.65	8.58	4.83	4.39							
centro01	xzd366	yyz	8.89	9.79	7.47	7.07	9.82	8.03	2.64	3.7	9.0	9.37	3.2	3.57	9.58	1.34	
centro01	xzd366	pcf	7.96	5.79	0.97	9.17	9.86	7.08	5.35	1.05							
centro01	xzd366	jpr	2.28	3.48	7.02	9.76	8.21	2.24	2.69	8.37	4.6	4.38	5.91	0.65	9.96	0.22	
centro01	xzd366	yha	5.59	0.58	3.48	8.68	1.48	6.82	0.65	7.19	5.7	9.47	7.28	7.14			
centro01	xzd366	ist	4.31	7.64	1.33	3.96	6.62	3.1	6.97	3.05	2.33	7.98	5.08	4.07			
centro01	xzd366	usy	9.8	5.87	8.63	9.71	0.53	7.54	5.87	7.75	0.71	0.64	4.14	1.61	1.95		
centro01	xzd366	ozq	7.74	9.9	8.36	0.29	9.29	7.29	3.32	0.94	4.04	7.01	6.85	8.05	3.81	4.74	
centro01	xzd366	jhd	1.83	3.11	1.77	4.3	2.52	0.91	2.61	2.01	3.51	6.47					
centro01	byf788	usy	0.2	6.06	9.82	0.59	3.73	1.69	9.64	5.29	0.05						
centro01	byf788	dtq	3.06	8.0	5.68	3.75	0.69	1.72	6.36	4.98	5.35	9.76	0.97				
centro01	byf788	yha	9.13	6.0	5.74	8.91	7.06	8.8	1.77	1.49	8.19	0.3	0.39	5.38	9.58	9.41	8.07
centro01	byf788	ist	9.35	1.08	6.83	5.9	1.67	1.0	1.93	1.55	6.13						
centro01	wlh358	dtq	5.54	3.38	3.66	2.39	8.18	1.88	4.04	3.58	9.17	9.21	8.11	9.1	7.08	8.39	0.99
centro01	wlh358	yyz	0.91	6.55	9.12	5.63	7.02	5.22	7.57	6.43	2.83	1.35	7.64	2.93	6.26		
centro01	wlh358	jpr	4.35	0.82	0.24	1.04	5.61	6.1	3.06	9.92	7.71	7.71	6.99				
centro01	wlh358	ozq	8.31	1.88	0.89	8.92	7.48	5.71	1.73	3.14	0.48	0.28	9.67	3.85	3.52		
centro01	wlh358	pcf	0.52	8.25	8.74	7.39	5.24	1.78	3.71	6.99	9.11	0.99	9.5	8.92	7.12		
centro01	wlh358	zxj	7.14	4.95	5.71	6.13	0.45	3.81									
centro01	gxi513	yha	9.18	4.02	1.56	5.99	6.22	2.58	9.22	6.8	7.1	9.02					
centro01	gxi513	ist	2.05	8.79	7.37	2.73	6.9	4.16	4.14	2.78	9.01						
centro01	gxi513	zxj	2.53	0.1	6.93	0.42	7.67	1.29	6.89	0.71	1.14	1.59	7.91	0.67			
centro01	gxi513	ozq	3.27	9.44	2.56	6.81	9.31	3.98	5.36	2.85	5.7	1.08	1.19	8.23	8.84		
centro01	gxi513	usy	5.55	4.98	1.27	9.96	4.69	1.09									
centro01	gxi513	jhd	0.38	3.88	0.84	6.94	0.67	4.36	3.71	7.38							
centro01	gxi513	jpr	5.97	0.41	9.34	7.67	1.89	2.1	3.18	5.69	9.49	3.41	9.5	9.22			
centro01	gxi513	pcf	4.62	9.02	0.56	3.8	9.47	5.06	2.25	6.27	3.36	7.21					
centro01	gxi513	dtq	8.71	0.69	2.46	5.29	5.57										
centro01	kym098	yyz	4.1	5.34	6.19	1.7	9.33	3.7									
centro01	kym098	usy	9.02	6.84	0.06	0.03	0.58	3.88	5.67								
centro01	kym098	zxj	7.62	0.35	5.46	0.2	8.24	4.76	5.71	3.86							
centro01	kym098	dtq	6.16	4.5	7.48	6.83	6.13	3.45	9.88	4.55	9.19	1.53	5.36	3.6	1.44	6.37	1.74
centro01	kym098	ozq	9.99	8.82	3.68	0.21	8.05	1.44	4.6	7.11	5.41	2.27	4.02				
centro01	nho177	usy	3.38	6.65	1.33	5.3	2.46	7.13	5.68	9.48	7.29	7.84					
centro01	nho177	pcf	9.0	5.48	7.64	4.08	6.44	2.14	1.41	1.09	6.52	3.0					
centro01	nho177	jpr	4.12	1.99	3.38	8.9	6.6	9.37	4.32	9.43	0.24	2.06	5.67	1.72	9.84	6.81	
centro01	nho177	yyz	6.41	5.75	8.01	1.51	3.16	2.46	7.38								
centro01	nho177	dtq	3.16	9.33	6.12	7.35	8.76	6.76	7.87	0.86	0.09	8.62	0.53	8.53			
centro01	nho177	ozq	9.32	3.57	7.44	9.58	3.08	0.66	6.23	3.16	9.05	4.47					
centro01	nho177	ist	7.04	2.9	1.01	5.62	9.01	1.52	4.15	5.32	6.18	1.58					
centro01	nho177	yha	6.29	7.0	2.81	8.48	2.49	1.13	9.45	9.09	0.97	0.39	8.8	4.73	4.77		
centro01	nho177	jhd	5.86	9.88	3.62	4.41	5.72										
centro01	nho177	zxj	8.94	9.7	9.47	5.67	8.86	9.88	8.86	0.69	1.35	3.0	3.94	1.49			
centro01	agl790	pcf	8.51	1.92	2.8	5.2	9.16	4.9	9.06	0.52	2.39	3.07					
centro01	agl790	usy	9.96	3.38	2.73	9.95	6.57	6.59	3.33	0.31	8.72	9.27	0.11	5.74			
centro01	agl790	ist	3.81	9.05	3.8	0.36	6.72	6.97	3.36	8.03	8.54						
centro01	agl790	yyz	4.07	3.42	9.43	7.19	5.52	4.89	2.67	9.13	9.19	0.85	6.66				
centro01	agl790	zxj	8.61	8.96	0.23	1.29	7.62	2.43	1.77	0.65	5.72	2.37					
centro01	agl790	jhd	8.64	0.1	0.13	8.07	8.7	6.17									
centro01	agl790	ozq	5.83	9.66	9.69	6.31	3.31	6.65	6.13								
centro01	agl790	jpr	7.04	2.0	7.46	0.81	0.92										
centro01	agl790	yha	0.04	7.92	2.33	0.5	0.79	3.2									
centro01	agl790	dtq	1.93	8.18	7.08	4.95	7.06	4.69	7.32	5.92	8.61	4.43	5.08	0.8	9.74		
centro01	vhp390	jhd	1.87	3.21	9.92	1.62	6.35	5.92	6.02	5.07							
centro01	vhp390	yyz	2.18	2.51	3.45	2.41	0.07	8.91	6.84	2.81	1.61						
centro01	vhp390	pcf	0.63	3.44	7.33	6.2	8.18										
centro01	vhp390	usy	6.74	8.99	4.46	9.77	6.75	3.18									
centro01	vhp390	zxj	6.98	6.06	9.59	5.69	7.27	3.19	3.58	8.11	3.7	3.0					
centro01	vhp390	jpr	3.13	9.99	1.9	5.87	0.43	3.53	4.65	4.62	9.23	8.46	9.72	4.64			
centro01	wja342	dtq	7.88	3.81	8.7	1.49	3.66	4.34	8.17								
centro01	wja342	jhd	1.51	9.46	2.17	0.16	4.72	2.71	1.98								
centro01	wja342	yyz	3.92	3.04	9.55	5.49	2.28	4.87	7.24	4.33	9.47	1.6	9.69	0.6			
centro01	wja342	usy	0.67	3.23	4.77	2.89	2.35	9.43									
centro01	wja342	pcf	4.16	0.13	3.08	1.59	6.3	6.84	4.29	1.22							
centro01	wja342	jpr	5.3	3.41	3.73	6.89	1.28	5.65	4.74								
centro01	wja342	zxj	4.47	4.17	2.09	3.26	2.33										
centro01	jrn607	usy	7.82	5.72	9.11	7.08	6.09	8.13	2.49	5.63	8.91	3.13					
centro01	jrn607	dtq	3.84	1.48	3.22	5.29	4.63	9.0									
centro01	jrn607	ist	0.67	3.9	1.93	7.7	7.12	3.64	7.78	4.74	2.23						
centro01	jrn607	yyz	3.27	8.25	4.83	1.46	2.73										
centro01	jrn607	jhd	4.85	3.14	8.83	2.0	8.11	1.88	9.24	6.05	2.96	0.61					
centro01	jrn607	jpr	5.24	5.04	2.48	3.76	7.01	8.53	2.98	2.04							
centro01	jrn607	ozq	0.25	6.52	7.62	0.79	4.65	9.1	1.48	6.26	5.55						
centro01	jrn607	pcf	4.44	3.14	9.37	4.56	1.98	6.07	2.85	5.86	3.23	0.17	0.52	3.27	4.77	1.42	
centro01	jrn607	zxj	5.5	6.29	6.46	3.96	3.27	8.36	0.35	2.83	5.66	5.69	8.83				
centro01	jrn607	yha	7.23	7.14	4.97	9.27	1.4										
centro01	yxt382	yyz	9.72	3.38	4.13	7.51	4.92	5.45	5.25	6.42	3.96	1.55					
centro01	yxt382	jhd	8.14	4.48	1.15	9.11	2.61	2.39									
centro01	yxt382	pcf	6.84	0.24	6.43	6.97	4.79	0.42	7.59	9.5	9.54	1.38	3.19	3.88	6.34	3.96	5.1
centro01	yxt382	zxj	4.92	6.7	6.97	5.5	0.4	5.9	2.09	5.83	0.07						
centro01	tfa768	yha	5.56	5.11	1.6	2.02	6.08	3.34	3.27	2.6	1.19						
centro01	tfa768	usy	4.52	4.46	9.68	6.72	7.7	2.05	1.13	3.87	1.07						
centro01	tfa768	jhd	2.0	5.7	7.47	8.33	6.74	8.87	8.18	3.61							
centro01	tfa768	pcf	6.48	2.3	8.9	8.44	2.17										
centro01	tfa768	ozq	3.1	2.16	1.81	3.34	5.0										
centro01	tfa768	yyz	7.2	4.58	3.91	7.54	9.21	4.8	5.97	7.95	6.67	9.38	0.78				
centro01	tfa768	zxj	8.84	8.53	6.19	8.57	9.47	9.3									
centro01	tfa768	dtq	4.45	7.29	9.61	0.97	3.68	6.46	9.71	7.42	3.73						
centro01	tfa768	ist	4.17	0.22	7.7	8.99	3.02	2.63	9.3	8.87	8.01						
centro01	uyt859	yha	0.86	2.35	8.7	5.8	5.57	2.7									
centro01	uyt859	zxj	4.8	7.31	1.53	0.65	6.78	0.3	4.97	8.3	4.12	9.73	5.77	0.44	0.63	7.7	
centro01	uyt859	dtq	7.1	7.19	2.03	2.67	6.71	9.63	1.88	6.9	8.1						
centro01	uyt859	ozq	0.44	5.63	8.57	5.59	7.03	7.92	7.16	7.43	2.87	0.88	3.67	8.21	5.45	3.73	9.02
centro01	uyt859	yyz	5.41	3.21	6.39	4.07	5.8	3.72	9.84	7.67	1.48	6.73	8.89	6.76	4.08		
centro01	yhz547	yha	8.62	1.64	0.43	5.06	8.6	6.25	5.99	5.4	8.32	1.59	7.99	1.4	8.16		
centro01	yhz547	ist	8.25	3.96	8.23	8.81	9.91	5.44	5.2	5.75							
centro01	yhz547	jhd	9.35	6.65	1.65	2.27	7.1	3.35	1.17	7.32	7.97						
centro01	yhz547	dtq	9.37	5.23	8.19	2.19	3.51	4.08	7.52	1.06	6.4	4.54	8.34	8.95	1.88		
centro01	yhz547	jpr	8.93	9.69	8.0	4.95	9.16										
centro01	yhz547	pcf	2.42	4.06	8.25	5.42	0.97	8.14	0.24	0.31	1.21						
centro01	yhz547	yyz	8.28	6.8	0.67	4.53	1.19	9.45	6.62								
centro01	tgy492	ozq	2.08	4.29	5.9	4.78	6.15	0.42	4.91	0.32	3.2	0.31					
centro01	tgy492	ist	8.61	3.84	5.39	0.98	6.89	6.2	3.51	9.71	4.9	0.27	0.39	4.87			
centro01	tgy492	usy	4.75	5.44	0.83	7.24	7.16	9.22									
centro01	tgy492	pcf	3.8	3.37	6.04	4.69	3.23	5.53	7.04	4.51	6.14	0.95	6.84	5.93			
